timestamp,csv_output_path,input_volume,projection_mode,projection_mode_status,markers_sorted,perspective_calibration_ready,orthographic_calibration_ready,shot1_available,shot2_available,shot3_available,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,tre_value_mm,reprojection_error_px,ray_gap_mm,tre_display,reprojection_display,ray_gap_display,point1_selector,point2_selector,reprojection_point1_selector,reprojection_point2_selector,red_2d_selector,green_2d_selector,knife_selector,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_t1_mm,testpoint_marker_distance_t2_mm,testpoint_marker_distance_t3_mm,testpoint_marker_distance_mean_mm,debug_visualization,debug_plane_scale,debug_ray_scale,distance_group
2026-03-01 20:47:52+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.38,0.05,0.0,0.38 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,137.69122314453125,-64.19837951660156,-230.5547332763672,243.23391405517668,254.30602805734063,235.5753868813936,244.37177633130364,0,6.0,10.0,Far
2026-03-01 20:48:52+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.17,0.0,0.09 mm,0.17 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,119.35100555419922,30.83879280090332,-130.36668395996094,172.6480487073895,178.03987377175255,171.64650045267203,174.11147431060468,0,6.0,10.0,Mid
2026-03-01 20:50:20+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.31,0.03,0.0,0.31 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,99.27444458007812,75.18809509277344,-322.6263122558594,171.74843081802675,173.70930457119937,162.96913741949942,169.47562426957518,0,6.0,10.0,Mid
2026-03-01 21:29:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.11,0.37,0.0,0.11 mm,0.37 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,91.89342630930317,55.71739196777344,-110.8522248461203,149.7455852003147,154.4741385265728,151.10325323055355,151.77432565248037,0,6.0,10.0,Near
2026-03-01 21:45:02+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.07,0.03,0.0,0.07 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-113.66246795654295,42.01333999633789,-118.2559051513672,160.87367591430586,179.78348752053265,161.0337369343768,167.23030012307177,0,6.0,10.0,Mid
2026-03-01 21:46:03+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.09,0.02,0.0,0.09 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-123.04547119140624,-17.018327713012695,-81.93551635742188,221.30146816825425,240.86884410036063,220.6151402161132,227.5951508282427,0,6.0,10.0,Mid
2026-03-01 21:48:01+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.13,0.19,0.0,0.13 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-152.28213500976562,14.733972549438477,-213.01695251464844,187.78735716335427,209.1720388361009,182.25711554976863,193.07217051640797,0,6.0,10.0,Mid
2026-03-01 21:56:24+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.1,0.08,0.0,0.10 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,57.51590347290039,52.75640487670898,-62.28916931152344,167.87893985444308,174.4677133908067,171.41879027751014,171.25514784091993,0,6.0,10.0,Mid
2026-03-01 21:58:09+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.33,0.14,0.0,0.33 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-44.88783264160156,-107.42513275146484,-281.291259765625,254.9755935792274,276.20208557591246,244.42779540366885,258.5351581862696,0,6.0,10.0,Far
2026-03-01 21:59:40+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.04,0.06,0.0,0.04 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-78.60710144042969,88.15787506103516,-226.05967712402344,89.44445254913327,109.02316799392096,83.38063964736386,93.9494200634727,0,6.0,10.0,Near
2026-03-01 22:00:39+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.02,0.11,0.0,0.02 mm,0.11 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,75.74918365478516,73.94496154785156,-200.3431854248047,98.3007820972134,103.84078797714764,93.9355798092769,98.692383294546,0,6.0,10.0,Near
2026-03-01 22:01:24+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.11,0.07,0.0,0.11 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-146.27354431152344,30.82729148864746,-222.83981323242188,174.570470224146,195.3969302528255,168.89793982166708,179.6217800995462,0,6.0,10.0,Mid
2026-03-01 22:02:25+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.45,0.07,0.0,0.45 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-127.5977554321289,-93.51446533203124,-218.97935485839844,255.942722343448,279.16322324191634,248.09565407415988,261.06719988650804,0,6.0,10.0,Far
2026-03-01 22:32:55+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.4,0.47,0.0,0.40 mm,0.47 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-143.46958923339844,-55.658992767333984,-136.9642333984375,239.53546866697428,261.73708070613407,235.5321183548696,245.60155590932595,0,6.0,10.0,Far
2026-03-01 22:34:09+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.8,1.02,0.0,0.80 mm,1.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,35.552921295166016,-85.16294860839844,-67.9527587890625,254.5077857221648,270.5458593972044,252.14441377239967,259.0660196305896,0,6.0,10.0,Far
2026-03-01 22:35:16+08:00,C:\Users\80758\AppData\Local\Temp\Slicer\Biplane\experiment_results.csv,CTChest,Perspective,Current mode: Perspective,1,1,0,1,1,1,54.05,46.5,68.81,0.15,0.03,0.0,0.15 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-139.0586700439453,45.744728088378906,-228.23696899414065,161.39960050960593,181.63007686277805,155.74568440597562,166.25845392611987,0,6.0,10.0,Mid
