timestamp,csv_output_path,input_volume,projection_mode,projection_mode_status,markers_sorted,perspective_calibration_ready,orthographic_calibration_ready,shot1_available,shot2_available,shot3_available,shot2_angle_deg,shot3_angle_m3_m1_deg,shot3_angle_m3_m2_deg,tre_value_mm,reprojection_error_px,ray_gap_mm,tre_display,reprojection_display,ray_gap_display,point1_selector,point2_selector,reprojection_point1_selector,reprojection_point2_selector,red_2d_selector,green_2d_selector,knife_selector,testpoint_x,testpoint_y,testpoint_z,testpoint_marker_distance_t1_mm,testpoint_marker_distance_t2_mm,testpoint_marker_distance_t3_mm,testpoint_marker_distance_mean_mm,debug_visualization,debug_plane_scale,debug_ray_scale
2026-03-04T19:53:45+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.53,0.41,0.0,0.53 mm,0.41 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-137.50758361816406,-42.616024017333984,-144.24107360839844,231.17398060326562,264.6216391572816,240.07211577459384,245.28924517838036,0,6.0,10.0
2026-03-04T19:54:46+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.05,0.0,0.12 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-146.587158203125,30.199148178100586,-221.74327087402344,180.36137744734313,210.60071548624674,184.21160811037402,191.72456701465464,0,6.0,10.0
2026-03-04T19:55:24+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.14,0.16,0.0,0.14 mm,0.16 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-118.56514739990234,54.96195983886719,-193.23997497558594,141.49145004988372,171.9094183124332,147.0578955332384,153.48625463185178,0,6.0,10.0
2026-03-04T19:56:17+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.12,0.02,0.0,0.12 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-84.01665496826172,69.86103057861328,-135.11985778808594,122.22274963142205,150.72858533363848,132.38633470134874,135.11255655546975,0,6.0,10.0
2026-03-04T19:57:52+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.22,0.98,0.0,0.22 mm,0.98 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,129.05352783203125,21.09354591369629,-162.40602111816406,181.93461438443617,198.29577617181297,189.45834591210937,189.89624548945287,0,6.0,10.0
2026-03-04T19:58:45+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.05,0.0,0.11 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-44.70053482055664,-104.91224670410156,-120.9667739868164,258.80855790394276,292.71241347814924,269.5527130809596,273.69122815435054,0,6.0,10.0
2026-03-04T19:59:38+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.15,0.22,0.0,0.15 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,122.29187774658203,64.71559143066406,-273.2769775390625,165.7316033196047,175.5680982942876,165.03902933582398,168.77957698323874,0,6.0,10.0
2026-03-04T20:00:20+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.43,0.59,0.0,0.43 mm,0.59 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-70.29308319091797,-123.301025390625,-218.92652893066406,271.29899542520667,306.6932378449643,278.4208443796282,285.4710258832664,0,6.0,10.0
2026-03-04T20:02:40+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.34,0.55,0.0,0.34 mm,0.55 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-7.810462951660156,-61.42814254760742,-230.5807647705078,203.29066854141234,237.02652268743213,209.78352316471103,216.7002381311852,0,6.0,10.0
2026-03-04T20:04:42+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.08,0.29,0.0,0.08 mm,0.29 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,122.51346588134766,-28.066152572631836,-134.38441467285156,219.45316038824873,240.55476131630755,228.75158714544045,229.58650294999893,0,6.0,10.0
2026-03-04T20:05:39+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.26,0.28,0.0,0.26 mm,0.28 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,98.29781341552734,54.267982482910156,-116.16385650634766,156.3755623862581,170.7694008144966,166.3968949634937,164.51395272141613,0,6.0,10.0
2026-03-04T20:06:20+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.25,0.0,0.11 mm,0.25 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,74.7566909790039,75.3235092163086,-135.2427520751953,119.50746719224063,134.50289389360046,129.5373759796675,127.84924568850288,0,6.0,10.0
2026-03-04T20:07:13+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.13,0.17,0.0,0.13 mm,0.17 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-100.83322143554688,64.10274505615234,-64.36083984375,180.38112047677618,202.81591114494313,191.5772817858168,191.59143780251202,0,6.0,10.0
2026-03-04T20:07:58+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.06,0.07,0.0,0.06 mm,0.07 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-91.93235778808594,73.16207885742188,-203.56243896484375,109.3740752966274,140.19908361102947,114.2870361191396,121.28673167559883,0,6.0,10.0
2026-03-04T20:11:39+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.24,0.14,0.0,0.24 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-58.95881271362305,73.10083770751953,-105.70719909667969,125.27322869725063,150.6843930790572,137.28272739306237,137.74678305645674,0,6.0,10.0
2026-03-04T20:13:06+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.33,0.21,0.0,0.33 mm,0.21 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,134.05136108398438,-43.05326461791992,-114.44773864746094,243.68022544130648,264.2915280001803,253.38788111211278,253.78654485119986,0,6.0,10.0
2026-03-04T20:14:21+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.25,0.52,0.0,0.25 mm,0.52 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,72.24202728271484,42.75122833251953,-54.047969818115234,189.19657261000899,204.72744480189036,201.28921680126004,198.40441140438645,0,6.0,10.0
2026-03-04T20:16:00+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.15,0.03,0.0,0.15 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-20.977867126464844,-76.96122741699219,-146.7711944580078,222.52078681604746,256.4602796132824,232.81816820939068,237.2664115462402,0,6.0,10.0
2026-03-04T20:16:51+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.32,0.19,0.0,0.32 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,2.9610161781311035,-66.89035034179688,-144.07859802246094,212.95072818241687,245.72936882914416,223.45564534377496,227.378580785112,0,6.0,10.0
2026-03-04T20:18:00+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.1,0.09,0.0,0.10 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-62.599647521972656,79.35186004638672,-178.45314025878906,85.21419315715076,117.8442810828818,93.74590447367987,98.93479290457083,0,6.0,10.0
2026-03-04T20:18:57+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.1,0.23,0.0,0.10 mm,0.23 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,53.67699432373047,82.16627502441406,-137.04307556152344,101.5932382218221,118.93405185102488,112.56993406785766,111.03240804690155,0,6.0,10.0
2026-03-04T20:21:14+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.09,0.08,0.0,0.09 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,9.11591911315918,75.64800262451172,-89.96134185791016,125.59452920737559,145.18914483210222,138.62490014810038,136.46952472919273,0,6.0,10.0
2026-03-04T20:22:04+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.15,0.08,0.0,0.15 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,22.352994918823242,51.92530822753906,-9.00501537322998,209.40023231605218,224.740355745903,222.19150255705537,218.7773635396702,0,6.0,10.0
2026-03-04T20:22:55+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.26,0.24,0.0,0.26 mm,0.24 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,107.16423034667969,40.09831237792969,-105.89454650878906,175.3334953715854,190.2969374154318,185.5216895142219,183.71737410041302,0,6.0,10.0
2026-03-04T20:23:42+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.19,0.24,0.0,0.19 mm,0.24 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,104.90174102783203,-74.48712158203125,-142.33554077148438,246.41304862891477,271.94703899640797,255.85492038153015,258.0716693356176,0,6.0,10.0
2026-03-04T20:24:36+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.1,0.12,0.0,0.10 mm,0.12 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,2.7962279319763184,-64.65426635742188,-206.09226989746094,204.1033232749049,237.7091892677221,211.90939344815112,217.90730199692607,0,6.0,10.0
2026-03-04T20:25:20+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.38,0.32,0.0,0.38 mm,0.32 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-83.97383117675781,-92.41104125976562,-283.4557800292969,259.3455607544134,293.0880620424774,263.3013672625463,271.91166335314574,0,6.0,10.0
2026-03-04T20:26:01+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.07,0.14,0.0,0.07 mm,0.14 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-54.21769714355469,52.97095489501953,-247.7416534423828,111.28975433147816,143.37858442138415,113.48908704110796,122.71914193132342,0,6.0,10.0
2026-03-04T20:27:29+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.11,0.06,0.0,0.11 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,36.55254364013672,61.912296295166016,-64.68244171142578,159.06110031938113,175.86241867283854,171.73579956984167,168.8864395206871,0,6.0,10.0
2026-03-04T20:28:11+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.02,0.04,0.0,0.02 mm,0.04 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,28.613731384277344,91.40824127197266,-175.7458038330078,62.206383992418594,87.2546561568094,72.53050459582104,73.99718158168301,0,6.0,10.0
2026-03-04T20:28:55+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,CTChest,orthographic,Current mode: Orthographic,1,0,1,1,1,1,56.58,58.4,72.91,0.06,0.26,0.0,0.06 mm,0.26 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-97.65155029296875,-104.13520812988281,-140.11668395996094,266.57138034946394,301.48905648615835,276.26590454311537,281.44211379291255,0,6.0,10.0
2026-03-11T10:45:00+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.07,0.04,0.0,0.07 mm,0.04 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,11.037668228149414,185.79701232910156,-209.7422332763672,77.35184649131621,71.5092795628467,96.59604372831282,81.81905659415858,0,6.0,10.0
2026-03-11T10:48:12+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.26,0.12,0.0,0.26 mm,0.12 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,19.898191452026367,174.9498291015625,-202.80467224121094,90.64972037943447,80.75502888598389,111.10142208033096,94.16872378191643,0,6.0,10.0
2026-03-11T10:50:41+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.1,0.02,0.0,0.10 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,13.994467735290527,108.74248504638672,-256.3663024902344,159.2959554141763,160.93911584642913,163.78361866248105,161.3395633076955,0,6.0,10.0
2026-03-11T10:52:04+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.18,0.09,0.0,0.18 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,4.27072811126709,177.6995086669922,-178.32357788085938,91.65541214480899,75.27896907887067,118.88809110511235,95.27415744293069,0,6.0,10.0
2026-03-11T10:53:01+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.02,0.05,0.0,0.02 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,10.247503280639648,179.9971160888672,-186.57916259765625,87.37633207357025,72.72700842661153,113.00504295027008,91.03612781681728,0,6.0,10.0
2026-03-11T10:54:28+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.05,0.09,0.0,0.05 mm,0.09 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,73.70040893554688,96.19398498535156,-258.20965576171875,187.98966284214535,185.1360250022741,193.26508497726718,188.79692427389554,0,6.0,10.0
2026-03-11T10:55:34+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.12,0.06,0.0,0.12 mm,0.06 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-1.7936744689941406,165.2032470703125,-279.01708984375,115.69925999399129,129.03085465565746,109.51354998656679,118.08122154540519,0,6.0,10.0
2026-03-11T10:56:34+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.2,0.03,0.0,0.20 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,30.91008949279785,137.3512420654297,-284.8547668457031,146.88177737597442,154.57013881026003,143.30934912970838,148.2537551053143,0,6.0,10.0
2026-03-11T10:57:54+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.14,0.27,0.0,0.14 mm,0.27 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-43.47937774658203,127.35176086425781,-296.9892272949219,161.89350587529964,175.87852198117517,154.63828540373078,164.1367710867352,0,6.0,10.0
2026-03-11T10:59:35+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.32,0.37,0.0,0.32 mm,0.37 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-69.67235565185547,93.9534912109375,-254.0933074951172,183.74234909181882,189.66686740721485,187.1332359797793,186.8474841596043,0,6.0,10.0
2026-03-11T11:02:16+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.4,0.11,0.0,0.40 mm,0.11 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-68.02877807617188,97.65926361083984,-276.2284851074219,185.89858490336042,195.2607753757997,184.79445991917368,188.6512733994446,0,6.0,10.0
2026-03-11T11:03:22+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.25,0.42,0.0,0.25 mm,0.42 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-73.66123962402344,117.89195251464844,-313.90240478515625,187.46508386630376,203.64482874779088,177.67111532295604,189.5936759790169,0,6.0,10.0
2026-03-11T11:05:08+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.21,0.03,0.0,0.21 mm,0.03 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-80.39515686035156,100.50465393066406,-264.6466064453125,184.54843099519746,193.0959987697174,185.31567438273797,187.65336804921762,0,6.0,10.0
2026-03-11T11:06:54+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.14,0.1,0.0,0.14 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-80.22124481201172,103.58597564697266,-286.18896484375,188.85548556880278,200.60047215924305,185.27557657979102,191.5771781026123,0,6.0,10.0
2026-03-11T11:07:49+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.29,0.19,0.0,0.29 mm,0.19 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-126.71082305908203,160.8013916015625,-296.1453857421875,177.69889400150228,197.22936280706722,167.53576741669528,180.8213414084216,0,6.0,10.0
2026-03-11T11:09:12+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.22,0.35,0.0,0.22 mm,0.35 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-90.87702178955078,148.64466857910156,-324.9117736816406,179.5448993314101,200.47224799751206,164.74956580914989,181.58890437935736,0,6.0,10.0
2026-03-11T11:10:19+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.05,0.0,0.0,0.05 mm,0.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-19.604055404663086,121.96640014648438,-277.3551330566406,153.50383670275627,162.53636671525356,151.58837257236516,155.87619199679168,0,6.0,10.0
2026-03-11T11:11:50+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.28,0.02,0.0,0.28 mm,0.02 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-17.84653663635254,159.26597595214844,-177.71054077148438,109.32558847187808,97.0109112030856,133.8379815752876,113.39149375008377,0,6.0,10.0
2026-03-11T11:18:26+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.04,0.16,0.0,0.04 mm,0.16 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,67.95201873779297,143.67745971679688,-182.9405059814453,141.9764339581532,124.61110214348142,163.37200395640275,143.31984668601245,0,6.0,10.0
2026-03-11T11:19:32+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.1,0.1,0.0,0.10 mm,0.10 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-23.145496368408203,132.4670867919922,-93.0370101928711,178.15472396286563,154.16385635759818,210.53286821053345,180.95048284366575,0,6.0,10.0
2026-03-11T11:20:41+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.22,0.16,0.0,0.22 mm,0.16 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-49.77663803100586,152.84884643554688,-112.87154388427734,155.40268311381388,135.6001899288387,186.28320770255465,159.09536024840241,0,6.0,10.0
2026-03-11T11:21:57+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.1,0.26,0.0,0.10 mm,0.26 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,-97.1304702758789,62.03921890258789,-91.1030044555664,251.98749769985125,236.69591201846967,277.48895364766247,255.39078778866113,0,6.0,10.0
2026-03-11T11:23:29+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.45,0.13,0.0,0.45 mm,0.13 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,77.36249542236328,51.02003860473633,-66.01306915283203,270.3761012438351,244.1131500798861,299.9543415671218,271.481197630281,0,6.0,10.0
2026-03-11T11:25:44+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.21,0.05,0.0,0.21 mm,0.05 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,42.35233688354492,141.0502166748047,-178.00820922851562,134.3330405882805,117.08854887285705,157.45288451186047,136.29149132433267,0,6.0,10.0
2026-03-11T14:08:25+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.05,0.0,0.0,0.05 mm,0.00 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,20.968719482421875,101.9507827758789,-203.11801147460938,161.8764389512618,152.42339257675727,178.06392459177005,164.12125203992971,0,6.0,10.0
2026-03-11T14:09:43+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.12,0.22,0.0,0.12 mm,0.22 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,73.68617248535156,96.90215301513672,-264.1238708496094,188.82305479134592,186.97089926792341,192.9299491569292,189.5746344053995,0,6.0,10.0
2026-03-11T14:10:44+08:00,D:\CodingHHW\Biplane\experiment\experiment_results.csv,Panoramix-cropped,perspective,Current mode: Perspective,1,1,0,1,1,1,40.25,39.71,59.21,0.07,0.08,0.0,0.07 mm,0.08 px,0.00 mm,testPoint,TargetP3D,blackCenter2,PointGreen,PointRed,PointGreen,testPoint,85.74163055419922,102.64730834960938,-287.2793273925781,196.62938233446826,197.89222547910208,196.29208709193185,196.93789830183405,0,6.0,10.0
